code,name,animal_proportion,has_meat_or_poultry,has_fish,has_seafood,ingredient_subgroup_code,fao_subgroup_code
MT1064,"Punajuurihummus, Sevan",0.0,0,0,0,,
MT1065,"Kivennäisvesi, Bon Aqua",0.0,0,0,0,,
MT1066,"Maissikakku, maustettu, Friggs",0.0,0,0,0,,
MT1067,"Makeinen, suukko, Brunberg",0.07,0,0,0,1101,1204
MT1068,"Salaatinkastike, ranskalainen, rasvaa 28%, Meira",0.0,0,0,0,604,1302
MT1069,"Vehnätortilla, Änglamark, 240 g",0.0,0,0,0,501,103
MT107,"Maustekastike, osterikastike",0.0,0,0,0,604,1302
MT1070,"Smetana, kevyt, rasvaa 20%",1.0,0,0,0,1002,403
MT1071,"Ruokakaura, Myllärin Ateriajyvät kaura, täysjyvä",0.0,0,0,0,,
MT1073,"Keksi, täytekeksi, Oreo, vegaaninen",0.0,0,0,0,,
MT1074,"Ruisleipä, täysjyväruisjauho, Samsara luomu ruisvuoka",0.0,0,0,0,502,110
MT1075,"Täysmehu, omenamehu, luomu",0.0,0,0,0,1201,1407
MT1076,"Välipalakeksi, täysjyväkeksi, Digestive, LU",0.0,0,0,0,,
MT1077,"Mehu, omena-päärynä täysmehu, pillimehu, Raikastamo",0.0,0,0,0,1201,1407
MT1078,"Mehu, täysmehu, appelsiinituoremehu, luomu",0.0,0,0,0,1201,1407
MT1079,"Mysli, granola, kaakao-vadelma, Pauluns, ei lisättyä sokeria",0.0,0,0,0,506,106
MT108,"Vadelmainen omenasose, Rainbow",0.0,0,0,0,,
MT1080,"Juusto, parmesan, parmesaani, rasvaa 28%",1.0,0,0,0,1003,404
MT1081,"Täysmehu, tyrnitäysmehu",0.0,0,0,0,1201,1407
MT1082,"Pellavansiemenrouhe, rouhittu pellava + puolukka, valo24",0.0,0,0,0,201,303
MT1083,"Kasvismakkara, Pirkka, vegemakkara",0.0,0,0,0,,
MT1084,"Kasvisnakki, Pirkka, vegenakki, herneproteiini",0.0,0,0,0,,
MT1085,"Maapähkinälevite, sis. suolaa",0.0,0,0,0,201,303
MT1086,"Maustekastike, Teriyaki kastike, Santa Maria ",0.0,0,0,0,604,1302
MT1087,"Pähkinäsekoitus, paahdettu, suolattu, Nutisal",0.0,0,0,0,201,303
MT1088,"Paputahna, pintopapumuhennos",0.0,0,0,0,,
MT1089,"VEKE-soijapihvi, paneroitu soijapihvi, Hesburger",0.0,0,0,0,,
MT109,"Arla Lempi islantilainen jogurtti, rasvaa 3 %",1.0,0,0,0,1002,402
MT1090,"Hedelmävälipala, hedelmänauha, Mango, Bear YoYo",0.0,0,0,0,401,1004
MT1091,"Pizza, Vemondo Vegan Bruchetta, tomaatti-sipuli",0.0,0,0,0,,
MT1092,"Pasta, kikhernefusilli, kikhernepasta, Vemondo",0.0,0,0,0,,
MT1093,"Fazer Puikula pehmeämpi, kauraleipä, 100% kauraa",0.0,0,0,0,,
MT1094,"Mustikka, pensasmustikka",0.0,0,0,0,,
MT1095,"Keksi, suklaahippukeksi, Xtra, vegaaninen",0.0,0,0,0,,
MT1096,"Kaakaojauhe, O'Boy less sugar, sokeroitu, vähemmän sokeria",0.0,0,0,0,,
MT1097,"Rostis, muna-riisi-piirakka, paistopisteeltä",0.28,0,0,0,,
MT1098,"Mehu, omena päärynä mehu, Two Dads, pomppumehu, c-vitamiinia",0.0,0,0,0,1201,1406
MT1099,Riisipaperi,0.0,0,0,0,,
MT110,"Rainbow trooppinen sose, hedelmäsose",0.0,0,0,0,401,1004
MT1100,"Kastike, Hoi Sin kastike, Blue Dragon",0.0,0,0,0,604,1302
MT1101,"Ruisleipä, tosi ohut tumma, Oululainen, reissumies",0.0,0,0,0,502,110
MT1102,"Makeinen, vegaaninen fudge",0.0,0,0,0,,
MT1103,"Pesto, vihreä pesto, Pirkka",0.01,0,0,0,601,1302
MT1104,"Sienisalaatti, vegaaninen, Vuorisalo",0.0,0,0,0,102,905
MT1105,"Hedelmäsose, 100 % hedelmää, makeuttamaton",0.0,0,0,0,1201,1407
MT111,"Danerolles croissant, voisarvi, vegaaninen, valmistamaton",0.0,0,0,0,,
MT112,"Ravintohiivahiutale, VitaM",0.0,0,0,0,,
MT113,"Tumma tahini, Foodin",0.0,0,0,0,,
MT114,"Vegvursti, salamityylinen seitanmakkara, Santun Seitan",0.0,0,0,0,,
MT115,"Valkosuklaa, vegaaninen, iChoc",0.0,0,0,0,,
MT116,"Keksisuklaapatukka, vegaaninen, Rainbow, Kex",0.0,0,0,0,,
MT117,"Tumma suklaa, appelsiini-manteli, JD Gross",0.0,0,0,0,1101,1202
MT119,Fazer Alku mansikka kauramuro,0.0,0,0,0,,
MT120,"Mustikkarahka, rasvaton, Xtra",1.0,0,0,0,1002,402
MT121,"Vegme pikkupullat, soijapullat",0.0,0,0,0,,
MT122,"Valio Luonnonjogurtti+, maustettu, mango & persikka, rasvaa 3,4 %",1.0,0,0,0,1002,402
MT123,"Piltti iso välipala, omena-persikka",0.0,0,0,0,,
MT124,Camelinaöljy,0.0,0,0,0,,
MT125,"Geisha suklaamousseleivos, Fazer",0.11,0,0,0,1101,1202
MT126,"Vuohenjuusto, 23 %",1.0,0,0,0,1003,404
MT127,"Linssikakku, Friggs",0.0,0,0,0,,
MT128,Kaura-Porkkana Täysjyvämakaroni,0.0,0,0,0,502,103
MT129,"Vegenugetti, vehnäproteiini, Findus",0.0,0,0,0,,
MT130,"Paksoi, pak-choi, pinaattikiinankaali",0.0,0,0,0,104,901
MT131,"Mansikkahillo, 25g sokeria",0.0,0,0,0,1101,1203
MT132,"Mysli, granola, Tesco Honey Nut Clusters",0.0,0,0,0,506,106
MT133,"Vadelmarahka, rasvaton, Xtra",0.5,0,0,0,1002,402
MT134,"Tofuvarras, Sofine",0.0,0,0,0,,
MT135,"Ichoc super nut, riisimaitosuklaa",0.0,0,0,0,1001,1202
MT136,"Kasvisjauhispyörykkä, Apetit",0.0,0,0,0,,
MT137,"Välipalapatukka, kaurapatukka omena-marja, Greenplanet Astronauts",0.0,0,0,0,506,106
MT138,"Joe'Kurt mantelivalmiste, välipala, Naturli, vanilja, vitaminoitu",0.0,0,0,0,,
MT139,"Jogurtti, maustettu, a+ vilja, rasvaa 2 %, laktoositon, d-vit 1 ug",1.0,0,0,0,1002,402
MT1999,Keiju kaura 60% rypsiöljymargariini,0.0,0,0,0,602,111
MT2000,"Elovena kaurajuoma 1,5%, D-vitamiinia 0,75 µg",0.0,0,0,0,,
MT2001,Makrobios Ravintohiivahiutale,0.0,0,0,0,,
MT2002,"Hedelmäsmoothie, täysmehu, hedelmäsose",0.0,0,0,0,1201,1407
MT2004,"Fazer Aito Kaurajuoma (vitaminoitu, jodi 16 mikrogr.)",0.0,0,0,0,,
MT2005,"Ravintohiivahiutale, Foodin",0.0,0,0,0,,
MT2006,"Tuorejuusto, vegaaninen, violife (suola 1,2%)",0.0,0,0,0,,
MT2007,"Voi, vegaaninen, violife 79%",0.0,0,0,0,,
MT2008,"Nuudelit, vehnä - tattari, soba ",0.0,0,0,0,501,103
MT2009,"Kauravalmiste, kauragurtti, Oddlygood mansikka boysenmarja vitaminoitu",0.0,0,0,0,,
MT2011,"Soijavalmiste, luomu, alpro, maustamaton, 2,3%",0.0,0,0,0,,
MT2012,"Kasvipohjainen Jauhis, Muu (Meeat), kasvisjauhis",0.0,0,0,0,,
MT2013,"Pesto, vegaaninen, cashew, aruingonkukansiemen, oliiviöljy, suola (itsetehdyn reseptin pohjalta)",0.0,0,0,0,201,1302
MT2014,"Kasvimakkara, Muu kasviryynimakkara, (ohra, gluteeni, soija)",0.0,0,0,0,,
MT2015,"Soijatuorejuusto, vegaaninen, rasvaa 9 %, Vemondo Lidl",0.0,0,0,0,1003,302
MT2016,"Ravintohiivahiutale, Marigold, Engevita, nutritional yeast",0.0,0,0,0,,
MT2017,"Ruisleipä, Ruisruutu pieni, Vaasan, suolaa 0,6%",0.0,0,0,0,502,110
MT2018,"Kauramuro, täysjyväkaura, Fazer Kaurasydän",0.0,0,0,0,,
MT2019,"Smoothie, hedelmäsmoothie, Pirkka luomu, tiivisteeseen, banaani, päärynä, omena",0.0,0,0,0,1201,1403
MT2020,"Smoothie, kaurajuoma, hedelmä, Green Planet Astronauts mango omena",0.0,0,0,0,1201,111
MT2021,"Chiavälipala, Smooth it, soijajuoma, chiasiemen, koookosmaito, banaani, mansikka, maapähkinä",0.0,0,0,0,1001,302
MT2022,"Kasviproteiinivalmiste, Beanit, härkäpapuvalmiste, maustamaton",0.0,0,0,0,,
MT2023,"Tofu, soijavalmiste, Sofine marinoidut tofupalat",0.0,0,0,0,,
MT2024,"Soijavalmiste, Soijapala, Oumph soijaproteiinipala",0.0,0,0,0,,
MT2025,"Juusto, tuorejuusto, Paneer -juusto, suolaa 0,1%, rasvaa 8%, Apetit",1.0,0,0,0,1003,404
MT2026,"Kasviproteiinivalmiste, Vegejauhis, kasvipohjainen jauhis, herne, vehnä ja soijaproteiinista (Lidl)",0.0,0,0,0,,
MT2027,"Kasviscouscous, Findus Vegetarian pakaste, kasviskuskus",0.0,0,0,0,,
MT2028,"Sikurijuuri, raaka",0.0,0,0,0,,
MT2029,"Suklaa-appelsiinikakku, vegaaninen, Trube, kaurapohja",0.0,0,0,0,1101,1201
MT2030,"Suklaapatukka, vegaaninen, NoMo caramel",0.0,0,0,0,,
MT3000,"Grillimakkara, juustoinen, lihaisa, 26% rasvaa",1.0,1,0,0,905,702
MT3001,Välipalapatukka CORNY BIG Maapähkinä-Suklaa,0.05,0,0,0,506,1203
MT3002," Innocent super smoothie antioxidant, täydennetty",0.0,0,0,0,,
MT3003,Valio Oivariini oliiviöljy ja hieno merisuola HYLA,0.53,0,0,0,603,1103
MT3004,Hartwall Vichy,0.0,0,0,0,,
MT3005,Lagom Snäkkäri kaura-siemennäkkileipä,0.0,0,0,0,201,303
MT3006,"Jogurtti, maustamaton, a+ kreikkalainen, rasvaa 2 %, laktoositon, d-vitaminoimaton",1.0,0,0,0,1002,402
MT3007,"Valio mustikkakeitto, luomu, ei c-vitamiinia",0.0,0,0,0,,
MT3008,"Vegaaninen viineri, sis. pähkinää, runsasrasvainen",0.0,0,0,0,,
MT3009,"Kesämäen vegepiirakka (sis. soijaa, riisiä), vegaaninen",0.0,0,0,0,,
MT3010,"Tumma suklaa, tryffeli (vegaaninen)",0.0,0,0,0,,
MT3011,"Mokkapala, kaurajuomapohjainen, vegaaninen (Sorttiinan)",0.0,0,0,0,,
MT3012,"Kaurajuoma Oatly original, päivitetty 8/2022",0.0,0,0,0,,
MT3013,Vegaaninen Kitkat,0.0,0,0,0,,
MT3014,"Alpro Greek Style Hapatettu soijavalmiste, maustamaton, No Sugars",0.0,0,0,0,,
MT3015,Agave-siirappi,0.0,0,0,0,,
MT3016,"Soijavälipala, Planti Soygurt, mango, luomu",0.0,0,0,0,,
MT3017,"Hälsans Kök Fileepalat, soijasta, vegaaninen",0.0,0,0,0,,
MT3018,"Hälsans Kök soijarouhe (sis. rapsiöljyä, vehnäproteiinia)",0.0,0,0,0,501,302
MT3019,"Kaurajäätelö, Pingviini vanilja, vegaaninen",0.0,0,0,0,,
MT3020,"Kaurajäätelö, Oatly mansikka, vegaaninen",0.0,0,0,0,,
MT3021,Hälsans kök vegaaniset nuggetit (sis. soijaa),0.0,0,0,0,,
MT3022,"Kuskus, täysjyvä, GoGreen",0.0,0,0,0,,
MT3023,"Juusto, vegaaninen, Valio Oddlygood veggie raaste",0.0,0,0,0,,
MT3024,"Tofu, Jalotofu, maustamaton",0.0,0,0,0,,
MT3025,"Hesburger VEKE-kasvispihvi, vegaaninen (soija, herne, härkäpapu) ",0.0,0,0,0,,
MT3026,"Kaurajuoma appelsiini-mango, Oatly, täydentämätön",0.0,0,0,0,,
MT3027,"Soijajogurtti, maustettu, Alpro Plantgurt vanilja, rasvaa 2.2%",0.0,0,0,0,1002,302
MT3029,"Ravintohiivahiutale, keskiarvo",0.0,0,0,0,,
MT3030,"Ravintohiivahiutale, Rikas, VegeFit (Life)",0.0,0,0,0,,
MT3031,"Nakki, vegaaninen, Anamma Vegaaniprinssinakki (Orkla)",0.0,0,0,0,,
MT3032,"Soijavälipala, Planti Soygurt, vanilja",0.0,0,0,0,,
MT3033,"Välipalapatukka, Alesto Blackberry fruit snack (kuivattuja hedelmiä ja palmuöljyä)",0.0,0,0,0,506,1203
MT3034,"Oatly iKaffe kaurajuoma, päivitetty 9/2022",0.0,0,0,0,,
MT3035,"Valmisateria, Felix Veggie Coconut bean curry",0.0,0,0,0,,
MT3036,Vegemite-levite,0.0,0,0,0,,
MT3037,Felix Veggie Coconut bean curry,0.0,0,0,0,,
MT3038,"Kaurajuoma, Oatly Deluxe 2,8% rasvaa",0.0,0,0,0,,
MT3039,"Kasvisleikkele, Good&Green, savustettu",0.0,0,0,0,,
MT3040,"Voi, luomu (ei sisällä D-vitamiinia)",1.0,0,0,0,603,1103
MT3041,"Muro, vehnähiutale, kellogg's all-bran regular, vitaminoimaton",0.0,0,0,0,501,103
MT3042,Planti kaurajuoma kahviin,0.0,0,0,0,,
MT3043,"Ruisnacho, seesami&merisuola",0.0,0,0,0,,
MT3044,"Jäätelö, kermajäätelö, suklaakuorrute, Magnum Classic",0.5,0,0,0,1004,1202
MT3045,"Jogurtti, Kotimaista, Laktoositon maustamaton AB jogurtti, rasvaa 2,2%",1.0,0,0,0,1002,402
MT3046,"Muro, neljänviljan, Kotimaista Moniviljarinkula (kaura, ohra, vehnä, ruis)",0.0,0,0,0,501,103
MT3047," Itämeren kalapuikko, Apetit",0.56,0,1,0,701,1802
MT3048,"Juustoportti AB-jogurtti 150 g musta kirsikka 3,5%",1.0,0,0,0,1002,402
MT3049,Hätälän lohipyörykkä,0.8,0,1,0,701,602
MT3050," Kivennäisvesi, Kotimaista, mustikka-puolukka, sinkkiä ja C-vitamiinia, 17 kcal",0.0,0,0,0,,
MT3051,Babypinaatti (USDA),0.0,0,0,0,,
MT3052,"Kauramuro, Fazer for Minis Kauratähti",0.0,0,0,0,,
MT3053,"Raejuusto, pehmeä, rasvaa 2,4 %",1.0,0,0,0,1003,404
MT3054,"Mustikkakeitto, Marli, lisättyä C- ja D-vitamiinia, sinkkiä",0.0,0,0,0,,
MT3055,"Sekaleipä, siemenleipä, gluteeniton (Paraspala)",0.0,0,0,0,201,101
MT3056,Wasabi (USDA),0.0,0,0,0,,
MT3057,"Piimä, rasvaton, ei lisättyä D-vitamiinia, probiootteja",1.0,0,0,0,1002,402
MT3058,"Soijavalmiste, Santa Maria Vegetarian Taco mix",0.0,0,0,0,,
MT3059,"Leikkele, MUU Kasvipohjainen Leikkele Paprika",0.0,0,0,0,,
MT3060,Elovena Appelsiini & suklaa välipalakeksi,0.0,0,0,0,1201,106
MT3061,"Leipä, sekaleipä, Fazer Lemppari Kaurarieskanen 12kpl 310g",0.0,0,0,0,,
MT3062,"Kasvispihvi, Muu burgerpihvi (herneproteiini)",0.0,0,0,0,,
MT3063,"Vegaaninen juusto, Rainbow Vegan Cheddar",0.0,0,0,0,,
MT3064,"Jäätelö vegaaninen, Wicked Kitchen Cookie Dough",0.0,0,0,0,,
MT3065,"Leikkele, kasvisleikkele, Pirkka Vege, ruohosipuli",0.0,0,0,0,,
MT3066,"Kaurajuoma, oatly suklaa, lisätty kalsiumia ja vitamiineja, päivitetty 10/2022",0.0,0,0,0,,
MT3067,"Tortilla, kaupan, vegaaninen, Amarillo Green Burrito",0.0,0,0,0,,
MT3068,"Rasvaseoslevite, Vilmariini 75%, Pohjolan meijeri",0.56,0,0,0,603,1103
MT3071,"Suklaapatukka, Fazer, Crunchy, nougat&caramel ",0.2,0,0,0,1101,1202
MT3073,"Energiajuoma, vitaminoitu, suolaa 0,16 g",0.0,0,0,0,,
MT3074,"Suklaa, Lindt, maitosuklaa, rasvaa 48%",0.2,0,0,0,1101,1202
MT3075,Hönö saaristolaisrieska,0.0,0,0,0,,
MT3076,"Rasvaseoslevite, Oivariini Herkku 72 %",0.63,0,0,0,603,1103
MT3077,"Oltermanni, Valsa, vähemmän suolaa 29%",1.0,0,0,0,1004,404
MT3078,"Proteiinipatukka Barebells, Double bite caramel, sis. soija-&maitoproteiinia",0.0,0,0,0,1401,1503
MT3080,"Soijamakkara, Tofu kasvisgrilleri, Meeat",0.0,0,0,0,,
MT3081,"Mysli, AXA, granola, mansikka ja auringonkukansiemen",0.0,0,0,0,506,106
MT3082,"Soijavälipala, Alpro, maustettu, vitaminoitu, rasvaa 1,9%, vähemmän sokeria",0.0,0,0,0,,
MT3083,Tortilla Santa Maria Soft mini,0.0,0,0,0,,
MT3084,"Tofu, soijavalmiste, maustamaton, Sofine",0.0,0,0,0,,
MT3085,"Vehnätortilla, Santa Maria Original, vegaaninen",0.0,0,0,0,501,103
MT3086,"Majoneesi, taco truck jalopeno lime mayo, vegaaninen",0.0,0,0,0,,
MT3087,"Kauravalmiste, vaihtoehto kermalle, Fazer Aito kauravispi, rasvaa 26%",0.0,0,0,0,,
MT3088,"Mysli, AXA, granola, omena&rusina",0.0,0,0,0,506,106
MT3089,"Välipalakeksi, Elovena, karpalo-kinuski",0.0,0,0,0,,
MT3090,"MUU ravioli, ricottofu-pinaatti",0.0,0,0,0,,
MT3091,"Sämpylä, Mehevät Nyhtöpalat, Jyväinen, Putaan Pulla ",0.0,0,0,0,,
MT3092,"Soijavälipala, alpro, no sugars, maustamaton, rasvaa 2,3 %",0.0,0,0,0,,
MT3093,"Mysli, granola, Pauluns, kaneli, omena ja manteli ",0.0,0,0,0,506,106
MT3094,"Vegaaninen juusto, Ilo pizzamuru",0.0,0,0,0,,
MT3095,Alpro Nordic Rye ruisjuoma,0.0,0,0,0,,
MT3096,"Öljy, pellavansiemenöljy, kylmäpuristettu",0.0,0,0,0,601,1101
MT3097,"Karjalanpiirakka, teollinen, vegaaninen",0.0,0,0,0,,
MT3098,"Kasvispihvi, Beyond Meat, Beyond burger",0.0,0,0,0,,
MT3099,"Vegaaninen juusto, Epic mature cheddar",0.0,0,0,0,,
MT3100,"Proteiinijuoma, suklaa, SportyFeel",1.0,0,0,0,1004,1503
MT3101,"Kasvispihvi, Muu Premium burgerpihvi",0.0,0,0,0,,
MT3102,"Kasvipohjainen jauhis, Peas of heaven",0.0,0,0,0,,
MT3103,"Suklaa, vähäkalorinen, sokeriton, rasvaa 24 %",0.1,0,0,0,1101,1202
MT3104,"Kasvirasvalevite, voi & oliiviöljy, Creme bonjour, normaalisuolainen",0.35,0,0,0,602,1103
MT3105,"Rasvalevite, vegaaninen, Vemondo (sis. kookosrasvaa ja soijaproteiinia), rasvaa 23%",0.0,0,0,0,,
MT3106,"Nakki, rasvaa 23 %, Sörkän nakki",1.0,1,0,0,904,702
MT3107,Mulperimarja,0.0,0,0,0,404,1002
MT3108,"Muro, rasvaa 7%, ei lisättyä sokeria",0.0,0,0,0,,
MT3109,"Kaurajuoma, Pirkka UHT, rasvaa 0,9%",0.0,0,0,0,,
MT3110,"Tartex luomu kasvistahna, yrtti",0.0,0,0,0,,
MT3111,"Leikkele, seitan, Wheaty Vegan savustettu ",0.0,0,0,0,,
MT3112,"Fazer Yosa kauralevite, maustamaton",0.0,0,0,0,,
MT3113,"Suklaa, kaurasuklaa, Fazer kaura choco, vegaaninen",0.0,0,0,0,,
MT3114,"Fazer Veggie Bites, kaurapyörykkä, porkkana ja kukkakaali",0.0,0,0,0,104,1806
MT3115,"Oattis kaurajuoma kahviin, rasvaa 3 %",0.0,0,0,0,,
MT3116," Keksi, vegaaninen, Vemondo kaurakeksi, rusina ja kookos",0.0,0,0,0,,
MT3117,"Annospuuro, Elovena, suklaa-vadelma (valmistamaton)",0.0,0,0,0,,
MT3118,"Kondensoitu maito, sokeroitu",1.0,0,0,0,1001,401
MT3119,"Muro, monivilja, Hoops moniviljarinkula, Rainbow",0.0,0,0,0,,
MT3120,"Kauravälipala, maustettu, vitaminoitu, Elovena",0.0,0,0,0,,
MT3121,"Mysli, Myllärin Sporttimysli",0.0,0,0,0,506,106
MT3122,"Kauravalmiste, hapatettu, oatly havregurt, maustettu, vitaminoitu päivitetty 3/2023",0.0,0,0,0,,
MT3123,"Jäätelö, vegaaninen (Hazelnut icecream vemondo)",0.0,0,0,0,,
MT3124,"Porkkanapiirakka, Fazer, vegaaninen",0.0,0,0,0,,
MT3125," ""Piltti Taapero marjainen välipalapatukka""",0.0,0,0,0,506,106
MT4001,"Kasvispyörykkä, saarioinen, päivitetty 3/2023",0.1,0,0,0,101,903
MT4002,"Sekaleipä, moniviljaviipaleet, viipaloitu, vaasan, päivitetty 3/2023",0.0,0,0,0,,
P114,Bulgur keittämätön,0.0,0,0,0,501,103
P130,Kaurahiutaleet pika,0.0,0,0,0,503,111
P138,"Valio mehukeitto, stevia",0.0,0,0,0,1201,1406
P144,Geisha-suklaapatukka/-konvehti,0.2,0,0,0,1101,1202
P153,"välipalapatukka,hedelmäinen myslipatukka",0.03,0,0,0,506,106
P194,Pätkis suklaa,0.2,0,0,0,1101,1202
P196,"Rasvaton maito, LUOMU (D poistettu)",1.0,0,0,0,1001,401
P230,Psyllium,0.0,0,0,0,1401,1601
P234,"Pulled pork, nyhtöpossu",1.0,1,0,0,902,702
P260,Elovena Plus annospikapuuro,0.0,0,0,0,503,106
P262,Elovena Hetki annospikapuuro (pelkkä hiutale),0.0,0,0,0,503,106
P310,Brunberg suukko,0.05,0,0,0,1101,1204
P312,"Ruisleipä, jyväinen ruispala, Vaasan",0.0,0,0,0,502,110
PR0000632,Alpro Dessert Soijapohjainen tummasuklaa-jälkiruoka 4x125g,0.0,0,0,0,1501,1204
PR0000649,Tropic Appelsiinitäysmehu 100% 1L,0.0,0,0,0,1201,1407
PR0000726,MCT-öljy,0.0,0,0,0,601,1101
PR0000728,Piltti 125g Mangoa hedelmäsose 4kk,0.0,0,0,0,401,1004
PR0000729,Piltti 125g Luumua hedelmäsose 4kk,0.0,0,0,0,401,1004
PR0000731,"Semper Fruktmums Päärynä, päärynää, banaania ja mangoa hedelmäsose alk. 6 kk, 110g",0.0,0,0,0,401,1004
PR0000753,Nestlé Cheerios 375g Monivilja rapeita monivilja-täysjyvämuroja,0.0,0,0,0,501,103
PR0000755,Elovena 350g täysjyväkauramuro,0.0,0,0,0,503,111
PR0000756,"TalkMuru aamiaismuro 250 g, Taivalkosken Mylly",0.0,0,0,0,501,103
PR0000759,Fazer Alku Ruissydän muro 400 g,0.0,0,0,0,502,110
PR0000768,Valio Oltermanni® 17 % e450 g,1.0,0,0,0,1003,404
PR0000769,Valio Oltermanni® e1 kg,1.0,0,0,0,1003,404
PR0000770,Arla Edam 500g 24% juusto,1.0,0,0,0,1003,404
PR0000776,Kivikylän Palvarin Lihapyörykkä 350g,1.0,1,0,0,901,702
PR0000777,Atria Kunnon Arki Lihaperunasoselaatikko 350g,0.15,1,0,0,901,1804
PR0000784,Kokkikartano Lohikiusaus 700g,0.4,0,1,0,701,1802
PR0000791,Kokkikartano Täyteläinen tomaatti-vuohenjuustokeitto 300g,0.17,0,0,0,103,1811
PR0000793,"Valio PROfeel® proteiinipirtelö 2,5 dl kaakao laktoositon",1.0,0,0,0,1004,1503
PR0000801,Myllyn Paras OATGOODS Kaura Tortilla 320 g,0.0,0,0,0,503,111
PR0000802,Old El Paso Maissi & Vehnätortillat 8kpl/335g,0.0,0,0,0,501,102
PR0000805,"Fazer Paahto Kaura 320g, paahtoleipä",0.0,0,0,0,503,111
PR0000807,Fazer Froosh Hedelmäsmoothie 250 ml Mango ja Appelsiini,0.0,0,0,0,1201,1407
PR0000811,Elovena 10x30g kaura-hedelmä täysjyvä välipalakeksi 100% kauraa,0.0,0,0,0,401,111
PR0000812,Elovena 10X30g kaura-puolukka täysjyvä välipalakeksi 100% kauraa,0.0,0,0,0,503,111
PR0000814,Elovena 10x30g uuniomena-toffee välipalakeksi 100% kauraa,0.05,0,0,0,503,111
PR0000815,Elovena 10x30g tumma suklaa täysjyvä välipalakeksi 100% kauraa,0.0,0,0,0,503,111
PR0000816,Valio Oddlygood® Barista kaurajuoma 1 l UHT gluteeniton,0.0,0,0,0,1501,111
PR0000819,"Planti maustamaton kaurajuoma 0,75l",0.0,0,0,0,1501,111
PR0000820,Naturli vegaaninen luomu levite 225g,0.0,0,0,0,601,1101
PR0000829,Sevan Hummus Original 275g,0.0,0,0,0,201,301
PR0000830,Baba Hummus kikhernelevite - dippi 225g,0.0,0,0,0,201,301
PR0000831,"Mummon poimutetut ranskanperunat 450 g, pakaste",0.0,0,0,0,301,201
PR0000856,"Fazer Jaffa Vihreät kuulat suklaalla kuorrutettu leivoskeksi, joissa marmeladitäytettä 300g",0.05,0,0,0,1101,1201
PR0000857,Fazer Domino Super Original vaniljanmakuinen kaakaotäytekeksi 345g,0.05,0,0,0,501,1201
PR0000860,Karl Fazer 47% tumma suklaalevy 200g,0.1,0,0,0,1101,1202
PR0000861,Karl Fazer maitosuklaa suklaalevy 200g,0.2,0,0,0,1101,1202
PR0000862,Fazer Geisha hasselpähkinänougat suklaapatukka 37g,0.2,0,0,0,1101,1202
PR0000864,Fazer Pätkis minttutryffeli suklaapatukka 18g,0.2,0,0,0,1101,1202
PR0000867,"Valio Luonnonjogurtti+™ mustikka & banaani 1 kg ei lisättyä sokeria, laktoositon",1.0,0,0,0,1002,402
PR0000868,"Valio Luonnonjogurtti+™ mango & persikka 1 kg ei lisättyä sokeria, laktoositon",1.0,0,0,0,1002,402
PR0000871,"Coca-Cola virvoitusjuoma muovipullo 0,5 L",0.0,0,0,0,1201,1404
PR0000873,"Fanta Appelsiini virvoitusjuoma muovipullo 0,5 L",0.0,0,0,0,1201,1404
PR0000875,Valio glögi vaalea 1 l kausituote,0.0,0,0,0,1201,1405
PR0000882,Gold&Green® Nyhtökaura® 240 g Tomaatti,0.0,0,0,0,503,111
PR0000892,"Alpro Hapatettu soijavalmiste, mustikka 4x125g",0.0,0,0,0,1501,302
PR0000943,"Semper Puuro Mansikka, banaani & mustikka alkaen 6 kk käyttövalmis lastenpuuro 120g",0.0,0,0,0,503,106
PR0000944,"Semper Puuro päärynä, mango, banaani & omena alkaen 6 kk käyttövalmis lastenpuuro 120g",0.0,0,0,0,503,106
PR0000947,Valio Onni® rukiinen puolukkapuuro 215 g UHT (alk 1 v),0.5,0,0,0,502,106
PR0000952,Valio Onni® vadelma-mustikkapuuro 215 g UHT (alk 5 kk),0.0,0,0,0,503,106
PR0000953,Valio Onni® persikka-kaurapuuro 215 g UHT (alk  8 kk),0.5,0,0,0,503,111
PR0000984,Atria Saunapalvi 350g,1.0,1,0,0,905,702
PR0000985,Snellman Kotimainen meetvursti 220g,1.0,1,0,0,905,702
PR0000986,Atria Ohuen Ohut Kalkkunaleike 200g,1.0,1,0,0,905,703
PR0000987,HK Ohuen ohut Ylikypsä saunapalvikinkku 300 g,1.0,1,0,0,905,702
PR0000988,Atria Kalkkunaleike 250g,1.0,1,0,0,905,702
PR0001052,"Oululainen Reissumies Tosi Ohut Ruis 5kpl 175g, täysjyväruisleipä",0.0,0,0,0,502,110
PR0001055,Vaasan Ruispalat 100% Ruis 320g 8kpl täysjyväruisleipä,0.0,0,0,0,502,110
PR0001057,Maalahden Limppu viipaloitu limppu 325g,0.0,0,0,0,501,103
PR0001059,"Perheleipuri Salonen Ruisreikäleipä 330g ruisleipä, halkaistu",0.0,0,0,0,502,110
PR0001061,Piltti 90g Mangoinen hedelmäsose 4kk annospussi,0.0,0,0,0,401,1004
PR0001094,"Semper Fruktmums Mango, omenaa, mangoa ja ananasta hedelmäsose alk. 6kk, 110g",0.0,0,0,0,401,1004
PR0001095,Semper Smoothie banaani mansikka jogurtti alkaen 6 kk 90g,0.2,0,0,0,1002,1004
